county,state,fips
Tyler,West Virginia,54095
Upshur,West Virginia,54097
Wayne,West Virginia,54099
Webster,West Virginia,54101
Wetzel,West Virginia,54103
Wirt,West Virginia,54105
Wood,West Virginia,54107
Wyoming,West Virginia,54109
Adams,Wisconsin,55001
Ashland,Wisconsin,55003
Barron,Wisconsin,55005
Bayfield,Wisconsin,55007
Brown,Wisconsin,55009
Buffalo,Wisconsin,55011
Burnett,Wisconsin,55013
Calumet,Wisconsin,55015
Chippewa,Wisconsin,55017
Clark,Wisconsin,55019
Columbia,Wisconsin,55021
Crawford,Wisconsin,55023
Dane,Wisconsin,55025
Dodge,Wisconsin,55027
Door,Wisconsin,55029
Douglas,Wisconsin,55031
Dunn,Wisconsin,55033
Eau Claire,Wisconsin,55035
Florence,Wisconsin,55037
Fond du Lac,Wisconsin,55039
Forest,Wisconsin,55041
Grant,Wisconsin,55043
Green,Wisconsin,55045
Green Lake,Wisconsin,55047
Iowa,Wisconsin,55049
Iron,Wisconsin,55051
Jackson,Wisconsin,55053
Jefferson,Wisconsin,55055
Juneau,Wisconsin,55057
Kenosha,Wisconsin,55059
Kewaunee,Wisconsin,55061
La Crosse,Wisconsin,55063
Lafayette,Wisconsin,55065
Langlade,Wisconsin,55067
Lincoln,Wisconsin,55069
Manitowoc,Wisconsin,55071
Marathon,Wisconsin,55073
Marinette,Wisconsin,55075
Marquette,Wisconsin,55077
Menominee,Wisconsin,55078
Milwaukee,Wisconsin,55079
Monroe,Wisconsin,55081
Oconto,Wisconsin,55083
Oneida,Wisconsin,55085
Outagamie,Wisconsin,55087
Ozaukee,Wisconsin,55089
Pepin,Wisconsin,55091
Pierce,Wisconsin,55093
Polk,Wisconsin,55095
Portage,Wisconsin,55097
Price,Wisconsin,55099
Racine,Wisconsin,55101
Richland,Wisconsin,55103
Rock,Wisconsin,55105
Rusk,Wisconsin,55107
Sauk,Wisconsin,55111
Sawyer,Wisconsin,55113
Shawano,Wisconsin,55115
Sheboygan,Wisconsin,55117
St. Croix,Wisconsin,55109
Taylor,Wisconsin,55119
Trempealeau,Wisconsin,55121
Vernon,Wisconsin,55123
Vilas,Wisconsin,55125
Walworth,Wisconsin,55127
Washburn,Wisconsin,55129
Washington,Wisconsin,55131
Waukesha,Wisconsin,55133
Waupaca,Wisconsin,55135
Waushara,Wisconsin,55137
Winnebago,Wisconsin,55139
Wood,Wisconsin,55141
Albany,Wyoming,56001
Big Horn,Wyoming,56003
Campbell,Wyoming,56005
Carbon,Wyoming,56007
Converse,Wyoming,56009
Crook,Wyoming,56011
Fremont,Wyoming,56013
Goshen,Wyoming,56015
Hot Springs,Wyoming,56017
Johnson,Wyoming,56019
Laramie,Wyoming,56021
Lincoln,Wyoming,56023
Natrona,Wyoming,56025
Niobrara,Wyoming,56027
Park,Wyoming,56029
Platte,Wyoming,56031
Sheridan,Wyoming,56033
Sublette,Wyoming,56035
Sweetwater,Wyoming,56037
Teton,Wyoming,56039
Uinta,Wyoming,56041
Washakie,Wyoming,56043
Weston,Wyoming,56045
